document_id,sha256,title,title_source,format,format_group,bytes,relative_path,source_jurisdictions,source_courts,source_collection_ids,source_urls,source_occurrences,source_record_count,metadata_page_count,word_content_controls,word_revision_elements,pdf_xfa,pdf_field_roots,review_status,technical_flags,library_status,language,language_note,title_confidence,title_evidence,publisher_scope_note,source_date,source_date_kind,previous_title,previous_path
sha256:f35da221b9b0a76615b5e330cead91104f2d5ae195863b0029f1b61db8129347,f35da221b9b0a76615b5e330cead91104f2d5ae195863b0029f1b61db8129347,Local Rules of Civil Procedure (2016-2017),source label corroborated by document text,pdf,PDF,285997,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2016-2017).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2016.pdf,1,1,142,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2016-2017)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2016-2017),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2016-2017) -- f35da221b9b0.pdf
sha256:d7cb0bcc54f5f442135f5e990a697cb556a18aa2a4b0934148a0ec36ac96e998,d7cb0bcc54f5f442135f5e990a697cb556a18aa2a4b0934148a0ec36ac96e998,Local Rules of Civil Procedure (2017-2018),source label corroborated by document text,pdf,PDF,271647,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2017-2018).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2017.pdf,1,1,143,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2017-2018)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2017-2018),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2017-2018) -- d7cb0bcc54f5.pdf
sha256:a750f95be5cf0d2cbf0fb7dedb55af203ab942ffec511c94c64f32ab401d5016,a750f95be5cf0d2cbf0fb7dedb55af203ab942ffec511c94c64f32ab401d5016,Local Rules of Civil Procedure (2018-2019),source label corroborated by document text,pdf,PDF,478916,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2018-2019).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2018.pdf,1,1,143,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2018-2019)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2018-2019),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2018-2019) -- a750f95be5cf.pdf
sha256:27f063f53c223cad9df1342716b358fc8c94a0ecc3ee4cf92d5bc4b35845e359,27f063f53c223cad9df1342716b358fc8c94a0ecc3ee4cf92d5bc4b35845e359,Local Rules of Civil Procedure (2019-2020),source label corroborated by document text,pdf,PDF,310464,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2019-2020).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2019.pdf,1,1,146,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2019-2020)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2019-2020),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2019-2020) -- 27f063f53c22.pdf
sha256:a5670725d4f0bc14434c683d6cda9ef5346d98fd757e8b2a8aee145d2bd5c39b,a5670725d4f0bc14434c683d6cda9ef5346d98fd757e8b2a8aee145d2bd5c39b,Local Rules of Civil Procedure (2020-2021),source label corroborated by document text,pdf,PDF,269568,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2020-2021).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2020.pdf,1,1,148,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2020-2021)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2020-2021),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2020-2021) -- a5670725d4f0.pdf
sha256:082be54ad4546409982ffd3f148e44112e5e92e3d4b1027c1b66e1c696f05641,082be54ad4546409982ffd3f148e44112e5e92e3d4b1027c1b66e1c696f05641,Local Rules of Civil Procedure (2021-2022),source label corroborated by document text,pdf,PDF,448295,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2021-2022).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv_2021.pdf,1,1,145,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2021-2022)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2021-2022),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2021-2022) -- 082be54ad454.pdf
sha256:aa8299e4f0f5e4bc1b43799f9b2dcb909c86803149633aacd06e683ff4123522,aa8299e4f0f5e4bc1b43799f9b2dcb909c86803149633aacd06e683ff4123522,Local Rules of Civil Procedure (2023-2024),source label corroborated by document text,pdf,PDF,450172,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2023-2024).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv%202023.pdf,1,1,145,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2023-2024)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2023-2024),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2023-2024) -- aa8299e4f0f5.pdf
sha256:32b8e49e84b2624dd7d58547d798e5613e61ca1dd9288aa616ff33fc501ac88e,32b8e49e84b2624dd7d58547d798e5613e61ca1dd9288aa616ff33fc501ac88e,Local Rules of Civil Procedure (2024-2025),source label corroborated by document text,pdf,PDF,446737,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2024-2025).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv%202024.pdf,1,1,145,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2024-2025)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2024-2025),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2024-2025) -- 32b8e49e84b2.pdf
sha256:614b8b1b8ffa83f23bca8d672c62e1526006f07dd5557dafde38a54256663984,614b8b1b8ffa83f23bca8d672c62e1526006f07dd5557dafde38a54256663984,Local Rules of Civil Procedure (2025-2026),source label corroborated by document text,pdf,PDF,412885,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2025-2026).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCiv%202025.pdf,1,1,145,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Civil Procedure (2025-2026)"", ""matched_first_page_words"": [""civil"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CIVIL PROCEDURE1""}",,,,Local Rules of Civil Procedure (2025-2026),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Civil Procedure (2025-2026) -- 614b8b1b8ffa.pdf
sha256:f8a29be9a8d1dbf5dd80940fec2b527b3d8bb8daf1bd7a549db826c7b6a4edde,f8a29be9a8d1dbf5dd80940fec2b527b3d8bb8daf1bd7a549db826c7b6a4edde,Local Rules of Criminal Procedure (2008-2009),source label corroborated by document text,pdf,PDF,89266,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2008-2009).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/2008_CR_Local_Rules.pdf,1,1,86,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2008-2009)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE1""}",,,,Local Rules of Criminal Procedure (2008-2009),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2008-2009) -- f8a29be9a8d1.pdf
sha256:4a86abc050c6141f00daa29f3681a2e25b5601307ec1f481805d8cd4e92860a7,4a86abc050c6141f00daa29f3681a2e25b5601307ec1f481805d8cd4e92860a7,Local Rules of Criminal Procedure (2009-2010),source label corroborated by document text,pdf,PDF,249487,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2009-2010).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/2009_CR_Local_Rules.pdf,1,1,83,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2009-2010)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE5""}",,,,Local Rules of Criminal Procedure (2009-2010),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2009-2010) -- 4a86abc050c6.pdf
sha256:50d06fa6ce276e34aec8913669881d4356a3c1c0345c034febcd18ea8ec6e8f4,50d06fa6ce276e34aec8913669881d4356a3c1c0345c034febcd18ea8ec6e8f4,Local Rules of Criminal Procedure (2010-2011),source label corroborated by document text,pdf,PDF,258718,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2010-2011).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LR_Crim_2010.pdf,1,1,86,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2010-2011)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE1""}",,,,Local Rules of Criminal Procedure (2010-2011),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2010-2011) -- 50d06fa6ce27.pdf
sha256:3f56f2590a2e84a1a4fe42c463fe33fee2ad776bc11691d2baca7cc8fd6c5337,3f56f2590a2e84a1a4fe42c463fe33fee2ad776bc11691d2baca7cc8fd6c5337,Local Rules of Criminal Procedure (2011-2012),source label corroborated by document text,pdf,PDF,148450,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2011-2012).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2011.pdf,1,1,87,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2011-2012)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE6""}",,,,Local Rules of Criminal Procedure (2011-2012),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2011-2012) -- 3f56f2590a2e.pdf
sha256:3a18abac3447e9f45ea8b665cb47a064f025219270f472b17a38c0aac3bfc6ae,3a18abac3447e9f45ea8b665cb47a064f025219270f472b17a38c0aac3bfc6ae,Local Rules of Criminal Procedure (2012-2013),source label corroborated by document text,pdf,PDF,148905,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2012-2013).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2012.pdf,1,1,87,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2012-2013)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2012-2013),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2012-2013) -- 3a18abac3447.pdf
sha256:e7859c7e40c91bd104ba12431e5d2ba430b3330417ec4959de65b088734f7e72,e7859c7e40c91bd104ba12431e5d2ba430b3330417ec4959de65b088734f7e72,Local Rules of Criminal Procedure (2013-2014),source label corroborated by document text,pdf,PDF,163652,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2013-2014).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2013.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2013-2014)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2013-2014),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2013-2014) -- e7859c7e40c9.pdf
sha256:9a1bac430bea823aad9bedfa5c53884b26552f588388e37e9617e827fa06e24c,9a1bac430bea823aad9bedfa5c53884b26552f588388e37e9617e827fa06e24c,Local Rules of Criminal Procedure (2014-2015),source label corroborated by document text,pdf,PDF,169466,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2014-2015).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2014.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2014-2015)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2014-2015),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2014-2015) -- 9a1bac430bea.pdf
sha256:c8017d821ad6ddb13dde5812f7e57271fbeff259b05d3de2adb706a8ebe61ddd,c8017d821ad6ddb13dde5812f7e57271fbeff259b05d3de2adb706a8ebe61ddd,Local Rules of Criminal Procedure (2015-2016),source label corroborated by document text,pdf,PDF,140939,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2015-2016).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2015.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2015-2016)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2015-2016),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2015-2016) -- c8017d821ad6.pdf
sha256:6bd5952c01a758961a4c79331c4c228b689672cebd710486e391d07178e301a9,6bd5952c01a758961a4c79331c4c228b689672cebd710486e391d07178e301a9,Local Rules of Criminal Procedure (2016-2017),source label corroborated by document text,pdf,PDF,141372,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2016-2017).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2016.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2016-2017)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2016-2017),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2016-2017) -- 6bd5952c01a7.pdf
sha256:364a4e0b4606f5fd2c435976345c8d9aee37b5edeef95d06dd5158e869385bc2,364a4e0b4606f5fd2c435976345c8d9aee37b5edeef95d06dd5158e869385bc2,Local Rules of Criminal Procedure (2017-2018),source label corroborated by document text,pdf,PDF,123056,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2017-2018).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2017.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2017-2018)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2017-2018),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2017-2018) -- 364a4e0b4606.pdf
sha256:ca1099479b17406ca3fbd023e376af4129e686b6ce5ea787a53a5730ec099e03,ca1099479b17406ca3fbd023e376af4129e686b6ce5ea787a53a5730ec099e03,Local Rules of Criminal Procedure (2018-2019),source label corroborated by document text,pdf,PDF,290756,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2018-2019).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2018.pdf,1,1,84,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2018-2019)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2018-2019),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2018-2019) -- ca1099479b17.pdf
sha256:c5fb5208bf82eac153be82b730b950850b20c611f090d9fe9d7344ab12ea9cdc,c5fb5208bf82eac153be82b730b950850b20c611f090d9fe9d7344ab12ea9cdc,Local Rules of Criminal Procedure (2019-2020),source label corroborated by document text,pdf,PDF,127576,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2019-2020).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2019.pdf,1,1,86,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2019-2020)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2019-2020),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2019-2020) -- c5fb5208bf82.pdf
sha256:c5f78f705cfca881861e35ae7a453de1892d69189d39ed85452c469877869f78,c5f78f705cfca881861e35ae7a453de1892d69189d39ed85452c469877869f78,Local Rules of Criminal Procedure (2020-2021),source label corroborated by document text,pdf,PDF,120738,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2020-2021).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2020.pdf,1,1,86,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2020-2021)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2020-2021),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2020-2021) -- c5f78f705cfc.pdf
sha256:3744ea3ff856fa5ef58771544eaa8ae3c70599e6fa3bf0be3c1155c7648271c2,3744ea3ff856fa5ef58771544eaa8ae3c70599e6fa3bf0be3c1155c7648271c2,Local Rules of Criminal Procedure (2021-2022),source label corroborated by document text,pdf,PDF,304051,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2021-2022).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim_2021.pdf,1,1,87,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2021-2022)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2021-2022),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2021-2022) -- 3744ea3ff856.pdf
sha256:19bb88fda628a296d89b1535d7a9ca20c2215e3859fe58b90143cdf4e756aeaa,19bb88fda628a296d89b1535d7a9ca20c2215e3859fe58b90143cdf4e756aeaa,Local Rules of Criminal Procedure (2023-2024),source label corroborated by document text,pdf,PDF,267364,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2023-2024).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim%202023.pdf,1,1,87,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2023-2024)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2023-2024),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2023-2024) -- 19bb88fda628.pdf
sha256:f14e5c53a6ea29152d043025f75b80c7265a4f8533746d34742fd6a91d9ada83,f14e5c53a6ea29152d043025f75b80c7265a4f8533746d34742fd6a91d9ada83,Local Rules of Criminal Procedure (2024-2025),source label corroborated by document text,pdf,PDF,268827,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2024-2025).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCrim%202024.pdf,1,1,88,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2024-2025)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2024-2025),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2024-2025) -- f14e5c53a6ea.pdf
sha256:2114eac2c26cd8b5ec8db71ae0ca79589fccff58e450df98806a5de61d8b1964,2114eac2c26cd8b5ec8db71ae0ca79589fccff58e450df98806a5de61d8b1964,Local Rules of Criminal Procedure (2025-2026),source label corroborated by document text,pdf,PDF,251949,01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2025-2026).pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/local-rules/LRCRIM%202025.pdf,1,1,88,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Local Rules of Criminal Procedure (2025-2026)"", ""matched_first_page_words"": [""criminal"", ""procedure"", ""rule""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""LOCAL RULES OF CRIMINAL PROCEDURE7""}",,,,Local Rules of Criminal Procedure (2025-2026),01-Federal/03-District-Courts/Arizona/PDF/Local Rules of Criminal Procedure (2025-2026) -- 2114eac2c26c.pdf
sha256:ae39b1d695e1e9a84a2ae33d7d05f1e1c9a8584b6b946fff4eabff58fa033b2b,ae39b1d695e1e9a84a2ae33d7d05f1e1c9a8584b6b946fff4eabff58fa033b2b,Consent to Exercise of Jurisdiction by a United,source label corroborated by document text,pdf,PDF,8815,01-Federal/03-District-Courts/Arizona/PDF/Consent to Exercise of Jurisdiction by a United.pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/forms/MAG25.Instructions.pdf,1,3,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""CONSENT TO EXERCISE OF JURISDICTION BY A UNITED"", ""matched_first_page_words"": [""consent"", ""exercise"", ""jurisdiction"", ""united""], ""first_page_word_coverage"": 1.0, ""visible_heading"": """"}",,,,MAG25.Instructions,01-Federal/03-District-Courts/Arizona/PDF/MAG25.Instructions -- ae39b1d695e1.pdf
sha256:e8446ba1a1c2adc69840031a9ead62b1105bcaf787162a532f62855b9200c702,e8446ba1a1c2adc69840031a9ead62b1105bcaf787162a532f62855b9200c702,Request by Non-Prisoner Pro Se Party for Electronic Noticing,source label corroborated by document text,pdf,PDF,130029,01-Federal/03-District-Courts/Arizona/PDF/Request by Non-Prisoner Pro Se Party for Electronic Noticing.pdf,Federal,Arizona district court,FD:azd,https://www.azd.uscourts.gov/sites/azd/files/forms/Non-Prisoner%20Notice%20Pro%20Se%20E-Noticing%20FULL.pdf,1,3,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Request by Non-Prisoner Pro Se Party for Electronic Noticing"", ""matched_first_page_words"": [""electronic"", ""noticing"", ""party"", ""prisoner"", ""request""], ""first_page_word_coverage"": 1.0, ""visible_heading"": """"}",,,,Non Prisoner Notice Pro Se E Noticing FULL,01-Federal/03-District-Courts/Arizona/PDF/Non Prisoner Notice Pro Se E Noticing FULL -- e8446ba1a1c2.pdf
